"LVL 10-11"
"S.No.","First Name","Last Name","Company Name","Title","Cost Code","Instance Id","MAC","Instance Type","Crew","Union","Phone ","Email","Race ","Sex","MWBE","RFID/ NFC","$/MH","Employee Id","Last Seen Location","Last Seen Time","Battery level","Project Code"
"2835","Domenic","Abbott","Assa Abloy","Door Tech",,"ABCDE44A3DD9","C3000036FA2D",,,,,,,,,,"",,"- Zone D 1","02/24/2025 07:02 PM","90",
"2836","Caryn","Beier","MMR","Elctrician",,,,,,,,,,,,,"",,"Zone F - RT 5","11/02/2022 11:25 AM","null",
"2837","Meagan","Jacobson","Carter Cat","Mechanic",,"000000000960","AC233FA9BD38",,"Craft",,,,,,,,"",,"Security Gate","02/10/2023 12:39 PM","47",
"2838","Taylor","Mraz","MMR","Apprentice",,"ABCDE44AB298","C300000B190D",,,,,,,,,"0000000000733586","",,"Muster Point 1 - K027B69","11/17/2023 03:40 PM","72",
"2839","Louis","Adams","Microsoft","Safety",,"ABCDE44AA340","C300000B154F",,,,,,,,,"0000000000732790","",,"- Zone D 1","02/14/2024 03:12 PM","72",
"2840","Sanford","Rempel","Baker",,,,,,,,,,,,,,"",,"","","null",
"2841","Nerissa","Marquardt","Murphy",,,"ABCDE44AC127","C30000079437",,,,,,,,,,"",,"Trailers","07/12/2023 04:34 PM","71",
"2842","Letty","Jacobs","Precision Wall","Framer",,"6969","AC233FE7E289",,"Craft",,,,,,,"0000000004480381","",,"- Zone D 1","06/02/2023 09:44 AM","57",
"2843","Curt","Schmidt","Rod Buster Inc","Laborer",,"0000000165","AC233F799909",,"Craft","Non-Union",,,,,,"0000000003221801","",,"K027A99","03/11/2022 02:15 PM","45",
"2844","Kori","Tremblay","MMR","Operator",,"ABCDE44AA976","C300000B17CB",,,,,,,,,"0000000000726217","",,"Tent","07/01/2025 06:17 PM","72",
"2845","Oswaldo","Nolan","IES","Data Tech",,,,,,,,,,,,,"",,"","","null",
"2846","Priscilla","Balistreri","Precision Wall","Spotter",,"ABCDE41D9300","ac233f8b2514",,"Craft",,,,,,,"0000000003556470","",,"K0277B9","07/08/2022 10:15 AM","52",
"2847","Christal","Harber","Corning","Field Engineer",,"2035","AC233FAB89B1",,"Craft",,,,,,,,"",,"Trailers - K027AB2","09/16/2022 12:12 PM","53",
"2848","Maybell","Gutkowski","Blanchett","Pump Operator",,"0000000085","AC233F7998B9",,"Craft","Non-Union",,,,,"Non MWBE","0000000003155650","",,"Security Gate","06/19/2024 10:07 AM","45",
"2849","Lucas","Macejkovic","Gaylor Electric",,,,,,,,,,,,,,"",,"LVL 11","01/28/2025 05:20 PM","null",
"2850","Lamont","Bosco","Schneider Electric","Engineer",,"6658","AC233FE7E152",,,,,,,,,"0000000004548860","",,"Tent - K027AE7","09/02/2022 12:16 PM","57",
"2851","Belle","Renner","Baker","Carpenter ",,,,,"Craft","",,,,,,,"","","Security Gate","04/12/2024 08:39 AM","null",""
"2852","Jacinto","Stiedemann","IES","Cable Puller",,"ABCDE44AB150","C300000B1879",,,,,,,,,"0000000000730069","",,"Security Gate","10/28/2024 01:39 PM","72",
"2853","Berry","Wehner","Brocklyn","Driver",,,,,"Craft","",,,,,,,"","","","","null",""
"2854","Anitra","Mante","Schneider Electric","Electrician",,,,,,,,,,"","",,"",,"Colo Exterior","10/31/2022 08:39 AM","null",
"2855","Nichole","Davis","MMR","Apprentice",,"ABCDE44A09EA","C3000022082F",,,,,,,,,"0000000000671354","",,"LVL 09","05/06/2025 08:44 AM","80",
"2856","Huey","Brakus","Crutchfield & Associates","Surveyor",,"6217","AC233FE7DF99",,"Craft",,,,,,,"0000000007551819","",,"Zone F - RT 4","10/13/2022 11:14 AM","57",
"2857","Taisha","Simonis","MMR","Apprentice",,,,,"Craft",,,,,,,,"",,"Trailers","09/07/2023 03:08 PM","null",
"2858","Asha","Mayert","Virginia Rigging",,,"000000002202","AC233FABE809",,,,,,,,,,"",,"Zone F","03/03/2022 10:02 AM","55",
"2859","Freeman","Simonis","Schneider Electric",,,"6266","AC233FE7DFCA",,,,,,,,,"0000000007525442","",,"Colo Exterior - K027AE0","09/26/2023 05:37 PM","57",
"2860","Sherman","Borer","S. Walker Construction","Concrete",,"000000000006","AC233FE6C6B2",,"Craft",,,,,,,,"",,"LVL 09","07/02/2025 06:41 PM","57",
"2861","Marcus","Nader","Rosendin","Electrical",,"ABCDE44A3F57","C3000036FBAB",,,,,,,,,,"",,"Port Area 1","11/19/2024 01:58 PM","87",
"2862","Nelson","Hilll","MMR","Electrician",,"ABCDE41D9455","AC233FE42201",,,,,,,,,"0000000007573526","",,"Colo 3","05/25/2022 05:29 AM","54",
"2863","Columbus","Koss","MMR",,,,,,,,,,,,,,"",,"Trailers - K027AA7","06/28/2022 08:05 AM","null",
"2864","Xiao","Ortiz","Precision Wall","Framer",,"ABCDE31A3049","AC233FE07E76",,,,,,,,,"0000000007548616","",,"Zone D - K027AB0","07/26/2023 10:40 AM","53",
"2865","Wayne","Denesik","Rosendin",,,,,,,,,,,,,,"",,"LVL 09","10/08/2024 11:40 AM","null",
"2866","Carmelo","Oberbrunner","Richmond Commercial Services","Mover",,"ABCDE44A3F04","C3000036FB58",,,,,,,,,,"",,"Tent","12/04/2024 12:12 PM","87",
"2867","Keitha","Beatty","Gaylor Electric","Electrical",,,,,,,,,,,,,"",,"LVL 11","01/30/2025 07:58 AM","null",
"2868","Vida","Strosin","ABB","Service Tech",,"ABCDE44AB181","C300000B1898",,"Craft",,,,,,,"0000000000694005","",,"Trailers","10/14/2024 12:51 PM","72",
"2869","Vincent","Hettinger","Microsoft","CE Tech",,"ABCDE44A340E","C30000169191",,"Craft",,,,,,,"0000000000887648","",,"Security Gate","12/04/2024 02:05 PM","82",
"2870","Eun","Leuschke","W.S. Construction","Plumbing",,"6517","AC233FE7E0C5",,"Craft",,,,,,,"0000000004508471","",,"- Zone D 1","06/21/2024 12:10 PM","57",
"2871","Travis","Gerlach","A & A Rigging","Crane Operator",,"000000009828","AC233FABEB11",,,,,,,,,"0000000007581645","",,"Colo 5","05/11/2022 05:59 PM","54",
"2872","Jay","Von","Baker","Operator",,"ABCDE41D8132","AC233F8D4CD3",,"Craft",,,,,,,"0000000007521406","",,"Security Gate","01/16/2024 11:17 AM","50",
"2873","Willis","Corwin","Gaylor Electric","Electrician",,,,,"Craft",,,,,,,,"",,"Trailers","02/10/2025 07:53 AM","null",
"2874","Jerold","Hudson","ACI","Sheet Metal",,"ABCDE44AA243","C300000B14EE",,,,,,,,,"0000000000734457","",,"Security Gate","01/22/2024 10:42 AM","72",
"2875","Brad","Lueilwitz","United Rentals","Technician",,"ABCDE41D3367","AC233FA9BD86",,"Craft",,,,,,,,"",,"Zone F - K027AAD","08/31/2023 02:20 PM","47",
"2876","Mallie","Farrell","PWI","Laborer",,"6284","AC233FE7DFDC",,"Craft",,,,,,,"0000000003167336","",,"Water Tower","05/25/2023 01:27 PM","57",
"2877","Claris","Cruickshank","Sure Clean","Helper",,"ABCDE41D8187","AC233F8D4D0A",,"Craft",,,,,,,"0000000007521954","",,"","11/13/2025 05:22 PM","50",
"2878","Rosalie","Abbott","Sure Clean","Helper",,,,,"Craft",,,,,"","",,"",,"Trailers","09/08/2023 06:16 AM","null",
"2879","Stephen","Berge","Beaver","Operator",,"ABCDE44AA435","C300000B15AE",,,,,,,,,"0000000000725339","",,"Office Parking Lot - Zone A","10/19/2024 06:31 AM","72",
"2880","Luis","Hudson","MMR","Electrical",,,,,,,,,,,,,"",,"LVL 09","08/21/2024 04:49 PM","null",
"2881","Providencia","Brown","MMR","Electrical",,,,,"Craft",,,,,,,,"",,"Office Parking Lot - Zone A","08/16/2024 04:58 PM","null",
"2882","Kennith","Yundt","Rosendin","CE",,"ABCDE44A937E","C300001693E6",,,,,,,,,"0000000000882295","",,"Security Gate","08/29/2024 11:00 AM","82",
"2883","Damian","Beer","A&A",,,"ABCDE44A09FC","C30000220841",,,,,,,,,"0000000000671192","",,"Security Gate","09/30/2024 08:33 AM","80",
"2884","Randall","Kautzer","MMR","Electrician",,,,,,,,,,,,,"",,"Zone F - RT 5","11/02/2022 11:20 AM","null",
"2885","Norman","O'Conner","Rosendin","Safety",,"ABCDE4517001","AC233F8533A3",,"Safety",,,,,,,,"",,"Security Gate","01/16/2025 11:15 AM","48",
"2886","Theola","Wolf","Biggs","Landscaping",,"000000002157","AC233FAB8A2B",,,,,,,,,,"",,"Zone F - K027AAE","08/03/2022 01:50 PM","55",
"2887","Bobby","Kiehn","Gaylor Electric",,,,,,,,,,,,,,"",,"LVL 11","01/27/2025 07:24 AM","null",
"2888","Jed","Rowe","Beaver","Equipment Operator",,"ABCDE44AA922","C300000B1795",,"Craft",,,,,,,"0000000000738023","",,"Security Gate","04/05/2024 04:59 PM","72",
"2889","Brice","Wehner","MMR",,,"ABCDE44A052A","C300002637D0",,"Craft",,,,,,,"0004d6693ab51990","",,"Office Parking Lot - Zone A","08/19/2024 02:02 PM","82",
"2890","Jaqueline","Greenholt","FST/HEA","Electrical",,,,,,,,,,,,,"",,"LVL 09","12/19/2023 12:48 PM","null",
"2891","Alita","Krajcik","Biggs","Operator",,"6128","AC233FE7DF40",,"Craft","",,,,,,"0000000004461744","","","LVL 09","08/26/2025 02:09 PM","57",""
"2892","Stan","Nicolas","Briegan","Carpenter",,"ABCDE4517080","AC233F85337D",,"Craft",,,,,,,,"",,"K027AAE","02/19/2022 11:40 AM","48",
"2893","Selene","Daniel","iconicx","CX Electrical",,"ABCDE44A490E","C30000169227",,,,,,,,,"0000000000721442","",,"Trailers","10/11/2024 07:00 AM","82",
"2894","Gus","Rau","MMR","Electrician",,,,,"Craft",,,,,,,,"",,"Trailers","06/10/2023 06:36 PM","null",
"2895","Porter","Crist","S. Walker Construction","Finisher",,"ABCDE44AA096","C300000B145B",,"Craft",,,,,,,"0000000000686123","",,"S. Safety Parking Gate - K034F5E","12/07/2023 07:25 AM","72",
"2896","Issac","Rau","United Rentals","Field Mechanic",,"000000000135","AC233F7998EB",,"Craft","Non-Union",,,"Caucasian","Male",,"0000000003162253","",,"Office Parking Lot - Zone A","11/29/2023 03:25 PM","44",
"2897","Merle","Pagac","Badger","Swamper",,,,,"Safety",,,,,,,,"",,"Colo 2","12/19/2022 04:18 PM","null",
"2898","Lynette","Schamberger","Valley Case Management","LPN",,"6624","AC233FE7E130",,"Safety",,,,,,,"0000000004493890","",,"Ring Road","06/06/2023 11:59 PM","57",
"2899","Monty","Reinger","MMR","Electrician Apprentice",,,,,,,,,,,,,"",,"Security Gate","11/02/2022 11:47 AM","null",
"2900","Bruce","Russel","W.S. Construction","Laborer",,"000000000947","AC233FA9BD2B",,"Craft",,,,,,,,"",,"K0277DA","12/31/2021 11:55 AM","47",
"2901","Anya","Ratke","MMR","Electrical",,,,,"Craft",,,,,,,,"",,"Trailers","02/20/2025 12:45 PM","null",
"2902","Joya","Jenkins","Carter Cat","Assembler",,"ABCDE41D9522","AC233FE42244",,,,,,,,,"0000000007523946","",,"Zone F","01/28/2022 12:47 PM","54",
"2903","Maire","Dach","iconicx","Commissioning",,"000000000379","AC233FE6C827",,,,,,,,,,"",,"Security Gate","03/10/2025 05:49 PM","57",
"2904","Ola","Jast","Murphy","Mechanic ",,"ABCDE44A044B","C30000263743",,,,,,,,,"000416723ab51990","",,"LVL 09","11/07/2025 02:40 PM","82",
"2905","Carol","Bins","W.S. Construction","Iron Worker",,"ABCDE41D8200","AC233F8D4D17",,,,,,,,,"0000000003537912","",,"Zone F - K027A98","07/26/2022 12:50 PM","50",
"2906","Jacquelyn","Schultz","Intertek-PSI","TC",,"ABCDE44A08DB","C300002207B4",,,,,,,,,"0000000000674355","",,"Security Gate","12/13/2024 11:46 AM","80",
"2907","Bo","Hodkiewicz","MMR","Electrician",,,,,"Craft",,,,,,,,"",,"Trailers - K027B4D","10/12/2023 02:12 PM","null",
"2908","Miles","Johnson","Rosendin","Electric",,"ABCDE44A3F99","C3000036FBED",,,,,,,,,,"",,"LVL 09","04/04/2025 01:28 PM","87",
"2909","Clay","McGlynn","Gaylor Electric",,,"ABCDE44A996E","C30000169421",,,,,,,,,"0000000000887743","",,"","11/04/2025 06:46 AM","82",
"2910","Simon","Rogahn","ACI","Driver",,"ABCDE44AA535","C300000B1612",,,,,,,,,"0000000000729818","",,"LVL 09","09/03/2025 12:12 PM","72",
"2911","Ellis","Treutel","ComNet","Data",,,,,"Craft",,,,,,,,"",,"Security Gate","12/11/2024 06:40 AM","null",
"2912","Bennie","Hickle","ACI","Insulator",,"ABCDE44AA758","C300000B16F1",,,,,,,,,"0000000000730152","",,"Trailers","05/29/2024 09:44 AM","72",
"2913","Tashia","Macejkovic","MMR","Laboer",,"ABCDE41D9439","AC233FE421F1",,,,,,,,,"0000000007578991","",,"Zone D - K027AB0","06/24/2022 01:10 PM","54",
"2914","Fidelia","Rolfson","Walbridge","Superintendent",,,,,"Management","",,,,,,,"","","- Zone D 1","07/27/2023 06:38 AM","null",""
"2915","Raphael","Gulgowski","Biggs","Laborer",,"6535","AC233FE7E0D7",,,,,,,,,"0000000004493858","",,"Security Gate","10/31/2024 08:54 AM","57",
"2916","Devon","Ward","MMR",,,"ABCDE44AC247","C3000007944F",,,,,,,,,,"",,"Security Gate","10/13/2023 01:47 PM","71",
"2917","Lavonda","Dickinson","Beaver","Operator",,"ABCDE44A09EB","C30000220830",,,,,,,,,"0000000000670461","",,"Security Gate","07/18/2024 05:19 PM","80",
"2918","Ryan","Bayer","Schneider Electric",,,"000000000320","AC233FE6C7EC",,,,,,,,,,"",,"Zone F - RT 4","11/04/2022 06:34 AM","57",
"2919","Lucien","Leuschke","W.S. Construction",,,"ABCDE31A3113","AC233FE07D94",,,,,,,,,"0000000007585379","",,"Security Gate","03/16/2024 12:15 PM","53",
"2920","Alethia","Collins","Gaylor Electric","Electrical",,"ABCDE44A968E","C30000169405",,,,,,,,,"0000000000882323","",,"Tent","05/15/2025 05:36 PM","82",
"2921","Sylvester","Bergstrom","Securitas - G","Security",,,,,,,,,,,,,"",,"","","null",
"2922","Bridgette","Zboncak","EPS","Field Tech",,"ABCDE44AC142","C300000795A3",,"Craft",,,,,,,,"",,"Guard Shack 1 - RT 42E4","02/29/2024 11:05 AM","71",
"2923","Robert","Olson","Weeks Group","Safety",,"ABCDE44A909E","C300001693CA",,,,,,,,,"0000000000908125","",,"- Zone D 1","10/09/2024 03:40 PM","82",
"2924","Everette","Weissnat","ComNet","DAS",,"000000009800","AC233FABEAF5",,,,,,,,,"0000000007525976","",,"Colo Exterior - K027AC3","10/26/2022 09:15 AM","54",
"2925","Marcelo","McDermott","Rosendin","Safety Manager",,"6522","AC233FE7E0CA",,"Craft",,,,,,,"0000000004548908","",,"Trailers","07/26/2024 09:23 AM","57",
"2926","Maurita","Turner","Schneider Electric","Electrical Engineer",,"000000000283","AC233FE6C7C7",,,,,,,,,,"",,"Zone F","04/28/2022 03:33 PM","57",
"2927","Tyler","Hegmann","MMR","Electrical",,,,,"Craft",,,,,,,,"",,"LVL 09","09/09/2024 03:59 PM","null",
"2928","Jennette","Marks","Schneider Electric",,,"ABCDE44A658E","C300001692CF",,,,,,,,,"0000000000882059","",,"LVL 09","03/20/2025 08:57 AM","82",
"2929","Mohamed","Watsica","Schneider Electric","MEP",,"ABCDE44AA506","C300000B15F5",,,,,,,,,"0000000000690983","",,"Trailers","05/10/2024 03:54 PM","72",
"2930","Tony","Johnson","MMR","Laborer",,,,,,,,,,,,,"",,"K027AB4","03/25/2022 09:50 AM","null",
"2931","Lory","Nolan","MMR","Electrical",,,,,"Craft",,,,,,,,"",,"Office Parking Lot - Zone A","05/23/2024 02:45 PM","null",
"2932","Tran","Zieme","Rod Buster Inc","Laborer",,"A00000002007","AC233F716694",,"Craft","Non-Union",,,,,,,"",,"K0242DB","10/06/2021 03:30 PM","46",
"2933","Sima","Friesen","Beaver","Environmental ",,"ABCDE44A779E","C30000169348",,,,,,,,,"0000000000708141","",,"Office Parking Lot - Zone A","02/24/2025 05:44 PM","82",
"2934","Mitchel","Welch","Baker",,,,,,,,,,,,,,"",,"North Parking Break - K034F6E","03/18/2024 02:05 PM","null",
"2935","Virgil","Sauer","Precision Wall","Carpenter",,"ABCDE44AA518","C300000B1601",,,,,,,,,"0000000000688423","",,"Security Gate","03/22/2024 03:11 PM","72",
"2936","Romaine","Koelpin","ComNet","DAS Tech",,"6043","AC233FE7DEEB",,,,,,,,,"0000000004505394","",,"Office Parking Lot - K027AEF","09/20/2022 03:55 PM","57",
"2937","Lovie","Torp","A & A Rigging","Rigger Supervisor",,,,,,,,,,,,,"",,"Trailers","02/23/2022 09:18 AM","null",
"2938","Rico","Kub","Gaylor Electric","Electrical",,"ABCDE44A3F90","C3000036FBE4",,,,,,,,,,"",,"Security Gate","01/13/2025 06:16 AM","87",
"2939","Brenda","Spencer","A & A Rigging","Rigger",,"ABCDE41D9297","ac233f8b2518",,"Craft",,,,,,,"0000000003556440","",,"Trailers","07/12/2022 04:52 PM","52",
"2940","Micah","Collier","DMS","Field Engineer",,"ABCDE44A08C1","C3000022079A",,,,,,,,,"0000000000680472","",,"LVL 11","04/17/2025 10:59 AM","80",
"2941","Allan","Pfeffer","ACI","Project Engineer",,"ABCDE44AA277","C300000B1510",,"Craft","",,,,,,"0000000000736488","","","Security Gate","01/13/2025 12:46 PM","72",""
"2942","Jeff","Homenick","IES","security AC",,"000000002297","AC233FABE868",,,,,,,,,,"",,"K0277C5","06/10/2022 02:05 PM","55",
"2943","Herminia","Brekke","MMR","Electrical",,,,,"Craft",,,,,,,,"",,"Col 4 Middle - K027ABC","03/05/2024 07:15 AM","null",
"2944","Candice","O'Conner","Gaylor Electric",,,,,,,,,,,,,,"",,"Trailers","03/01/2025 12:07 PM","null",
"2945","Cary","Gorczany","Allied Ventilation","Sheet Metal",,"ABCDE34E1377","AC233FAA0C46",,"Craft",,,,,,,"0000000003533187","",,"Zone F","10/29/2021 05:13 PM","48",
"2946","Enoch","Swift","Biggs","Pipe Layer",,"000000009918","AC233FABEB6B",,"Craft","",,,,,,"0000000007526006","","","- Zone D 1","06/12/2024 03:54 PM","54",""
"2947","Kelly","Bartell","Gaylor Electric","Electrical",,"ABCDE44A519E","C30000169244",,,,,,,,,"0000000000721147","",,"LVL 11","10/01/2025 08:04 AM","82",
"2948","Christene","Pfeffer","Brocklyn","Driver",,"ABCDE41D9418","AC233FE421DC",,,,,,,,,"0000000007579012","",,"Water Tower - K0277BF","05/19/2022 05:10 PM","54",
"2949","Dong","Greenfelder","Precision Wall",,,"ABCDE44A458E","C30000169207",,,,,,,,,"0000000000721176","",,"- Zone D 1","10/18/2024 03:32 PM","82",
"2950","Adalberto","Hudson","IES","Communications",,"ABCDE44AA667","C300000B1696",,,,,,,,,"0000000000731243","",,"Security Gate","03/29/2024 05:17 PM","72",
"2951","Eustolia","Zemlak","W.O. Grubb","Crane Operator",,,,,"Craft",,,,,,,,"",,"","","null",
"2952","Laraine","Goyette","Murphy","Laborer",,"6345","AC233FE7E019",,"Craft","Non-Union",,,,,"Non MWBE","0000000007525972","",,"LVL 09","11/11/2025 06:14 AM","57",
"2953","Chester","Reinger","MB Resources","Cabling",,"ABCDE44A833E","C3000016937E",,,,,,,,,"0000000000714790","",,"LVL 11","07/17/2025 04:09 PM","82",
"2954","Otha","Johns","IES","Communications",,"ABCDE44AB318","C300000B1921",,"Craft",,,,,,,"0000000000735022","",,"West Guard Shack - K03550D","01/29/2024 11:55 AM","72",
"2955","Howard","Mann","Gaylor Electric",,,"ABCDE44A625E","C300001692AE",,,,,,,,,"0000000000705620","",,"LVL 11","10/07/2025 08:31 AM","82",
"2956","Lennie","Grady","PWI",,,"ABCDE44AC117","C30000079427",,,,,,,,,,"",,"Trailers","09/06/2023 06:08 PM","71",
"2957","Ngoc","Bahringer","United Rentals",,,"6199","AC233FE7DF87",,,,,,,,,"0000000004505256","",,"Safety Stop Sign - K034FAB","11/20/2023 03:05 PM","57",
"2958","Chester","Hilll","Precision Wall",,,"ABCDE44AB408","C300000B197B",,,,,,,,,"0000000000736685","",,"Security Gate","06/17/2024 03:15 PM","72",
"2959","Sol","Blick","MMR","Electrician",,"6407","AC233FE7E057",,"Craft",,,,,,,"0000000004507959","",,"LVL 09","01/22/2024 05:24 PM","57",
"2960","Max","Fay","Mullen's Marking","Painter",,"ABCDE44AA992","C300000B17DB",,,,,,,,,"0000000000726413","",,"Security Gate","12/12/2023 06:22 PM","72",
"2961","Dortha","Mraz","Precision Wall","Drywall",,"ABCDE4517067","AC233F853453",,"Craft",,,,,,,,"",,"K0242B4","09/28/2021 05:25 PM","48",
"2962","Zachary","Bosco","Microsoft",,,"6195","AC233FE7DF83",,,,,,,,,"0000000004506882","",,"Zone F - RT 4","11/03/2022 11:52 AM","57",
"2963","Mauricio","Hilpert","MMR","Electrical",,,,,"Craft",,,,,,,,"",,"LVL 09","12/19/2023 04:24 PM","null",
"2964","Donnie","Feest","ComNet","Communication Testing",,,,,,,,,,,,,"",,"","","null",
"2965","Harris","Franecki","Microsoft","IT",,"000000009888","AC233FABEB4D",,,,,,,,,"0000000007525405","",,"Zone F","04/05/2022 04:07 PM","54",
"2966","Nenita","Kreiger","Associated Scaffolding","Scaffolding",,"ABCDE34E1331","AC233FAA0C18",,"Craft",,,,,,,"0000000003573111","",,"K0242DB","10/05/2021 01:50 PM","48",
"2967","Bettina","Gerhold","Sachs","Electrician",,,,,"Craft",,,,,,,,"",,"","","null",
"2968","Graham","Wiegand","Precision Wall",,,"6854","AC233FE7E216",,"Craft",,,,,,,"0000000004519765","",,"LVL 09","08/29/2025 07:06 AM","57",
"2969","Arden","Tillman","Schneider Electric","UPS Tech",,"000000009940","AC233FABEB81",,,,,,,,,"0000000007610363","",,"Zone F - RT 4","01/13/2023 12:02 PM","54",
"2970","Juli","Schroeder","MMR","Journeyman",,,,,,,,,,,,,"",,"LVL 09","08/21/2024 04:33 PM","null",
"2971","Mitchel","Ebert","Murphy","Carpenter",,"000000000130","AC233F7998E6",,"Craft","Non-Union",,,,,"MWBE","0000000003162193","",,"Security Gate","08/29/2024 07:30 AM","44",
"2972","Aliza","Bashirian","Biggs","Utility",,"6614","AC233FE7E126",,"Craft","",,,,,,"0000000004519257","","","LVL 09","11/08/2025 06:13 AM","57",""
"2973","Ethyl","Barrows","Progressive Mechanical","Pipe Fitter",,,,,,,,,,,,,"",,"Trailers","02/23/2022 09:28 AM","null",
"2974","Myrtie","Langworth","Murphy","Supervisor",,,,,,,,,,,,,"",,"LVL 09","08/16/2024 06:49 AM","null",
"2975","Morton","Gerhold","ABB","Electrical CX",,"000000000388","AC233FE6C830",,,,,,,,,,"",,"Zone F - RT 2","11/04/2022 07:02 AM","57",
"2976","Elissa","Turcotte","IES","Low Voltage",,"ABCDE41D9537","AC233FE42253",,,,,,,,,"0000000007573520","",,"Tent - K0279F7","08/04/2022 02:25 PM","54",
"2977","Adelaide","West","MMR","Electrician",,"ABCDE31A3155","AC233FE07E5F",,"Craft",,,,,,,"0000000007540600","",,"K027AAE","01/27/2022 12:00 PM","53",
"2978","Adelaida","Spinka","Old Dominion Insulators","Insulator ",,"ABCDE44A993E","C3000016941E",,,,,,,,,"0000000000887782","",,"LVL 09","04/25/2025 04:10 PM","82",
"2979","Danna","Stiedemann","MMR","Mech A",,"ABCDE44AB416","C300000B1983",,"Craft",,,,,,,"0000000000690966","",,"Office Parking Lot - Zone A","10/11/2024 05:26 PM","72",
"2980","Cathy","Hermiston","Conatech","Containment",,"ABCDE44A759E","C30000169334",,,,,,,,,"0000000000879062","",,"Security Gate","07/18/2024 12:11 PM","82",
"2981","Jonna","Harris","Schneider Electric","Electrical",,"ABCDE44AA295","C300000B1522",,,,,,,,,"0000000000686003","",,"Main Entrance South Gate - K027AAD","02/21/2024 05:45 PM","72",
"2982","Eugenio","Bartell","ACI",,,,,,"Craft",,,,,,,,"",,"","","null",
"2983","Brenna","Bernier","MMR","Electrical & Instrumentation",,,,,,,,,,,,,"",,"LVL 09","08/21/2024 04:48 PM","null",
"2984","Jarred","Ullrich","Schneider Electric","MEP",,"6613","AC233FE7E125",,,,,,,,,"0000000004519395","",,"LVL 09","11/12/2025 08:41 AM","57",
"2985","Obdulia","Bechtelar","MMR","Electrical",,"6549","AC233FE7E0E5",,"Craft",,,,,,,"0000000004496061","",,"LVL 09","09/01/2023 05:35 PM","57",
"2986","Chester","Daugherty","IES","Telecom",,"ABCDE44AA439","C300000B15B2",,"Craft",,,,,,,"0000000000725399","",,"Trailers","02/15/2024 04:49 PM","72",
"2987","Jaye","O'Reilly","Securitas",,,"ABCDE31A3058","AC233FE07E7F",,,,,,,,,"0000000007569425","",,"Colo 1 - K0354C5","09/12/2022 02:06 PM","53",
"2988","Miquel","Runte","IES",,,"ABCDE44AA050","C300000B142D",,,,,,,,,"0000000000731238","",,"Security Gate","03/28/2024 11:32 PM","72",
"2989","Jeffrey","Hammes","Walbridge","Project Coor.",,"ABCDE44A589E","C3000016928A",,,,,,,,,"0000000000721183","",,"LVL 10","10/29/2025 12:19 PM","82",
"2990","Quinton","Vandervort","Irvine",,,"ABCDE44A3F4B","C3000036FB9F",,,,,,,,,,"",,"LVL 09","02/20/2025 10:01 AM","87",
"2991","Reggie","MacGyver","ACI",,,"ABCDE44AA288","C300000B151B",,,,,,,,,"0000000000688429","",,"Office Parking Lot - Zone A","08/18/2025 03:11 PM","72",
"2992","Shona","Murray","Brocklyn","Driver",,"000000002062","AC233FAB89CC",,,,,,,,,,"",,"Zone F - K027AAD","04/23/2022 02:35 PM","55",
"2993","Jeffery","Mayer","MMR","Electrical",,,,,"Craft","",,,,,,,"","","Trailers","05/22/2024 09:56 AM","null",""
"2994","Antonina","Turner","Microsoft","CET",,"6628","AC233FE7E134",,"Craft",,,,,,,"0000000004493899","",,"Colo 3 - K035510","01/27/2023 10:10 AM","57",
"2995","Justina","West","Precision Wall","Finisher",,,,,"Craft",,,,,,,,"",,"K027A93","03/10/2022 05:25 PM","null",
"2996","Anton","Feil","Gaylor Electric","Electrician",,"ABCDE44A675E","C300001692E0",,"Craft",,,,,,,"0000000000707770","",,"Trailers","10/27/2024 01:10 PM","82",
"2997","Charleen","Schuster","Vertiv","HVAC",,"ABCDE44A981E","C30000169412",,,,,,,,,"0000000000907843","",,"Security Gate","06/26/2024 10:32 AM","82",
"2998","Leigh","Swift","Gaylor Electric","Electrical",,,,,,,,,,,,,"",,"Security Gate","05/23/2024 04:54 PM","null",
"2999","Mitsue","Hammes","Gaylor Electric","Electrical",,"ABCDE44A0A0A","C3000022084F",,,,,,,,,"0000000000670695","",,"Security Gate","05/23/2024 04:56 PM","80",
"3000","Loma","Koelpin","Beaver","Foreman",,"000000000126","AC233F7998E2",,"Supervision","Non-Union",,,,,"Non MWBE","0000000003155726","",,"Zone F - K027AAD","09/12/2022 04:40 PM","44",
"3001","Leo","Maggio","W.O. Grubb","Oiler",,"ABCDE41D9115","AC233FE0E280",,"Craft","",,,,"","","0000000007557735","","","Colo Exterior - K027AE0","06/16/2023 12:37 PM","52",""
"3002","Annetta","Marquardt","ACI","Welder",,"ABCDE44A08E8","C300002207BD",,,,,,,,,"0000000000668368","",,"Security Gate","05/29/2024 04:42 PM","80",
"3003","Darron","Windler","Johnson Controls",,,"ABCDE44A3F73","C3000036FBC7",,,,,,,,,,"",,"LVL 09","05/08/2025 11:13 AM","87",
"3004","Verlene","Carter","W.S. Construction","Iron Worker",,"000000000248","AC233FE6C7A4",,"Craft",,,,,,,,"",,"Zone F","07/29/2022 11:23 AM","57",
"3005","Zada","Schinner","Beaver","Driver",,"000000009786","AC233FABEAE7",,,,,,,,,"0000000007523920","",,"","","54",
